track_id,track_name,artist_name,album_release_date,month_of_release,track_popularity,duration_ms,duration_min,explicit,is_hit
4rtyRyZNmt9rjtVMkaTpjg,hostage,Billie Eilish,2023-03-06,3,11.0,229425,3.82375,0,0
4fFOSKGfjqyCYVJ8vaBKUL,goodbye,Billie Eilish,2023-02-21,2,11.0,119409,1.99015,0,0
1JO1NyzHeLRQMDs6ZpVPon,when the party's over,Billie Eilish,2023-06-22,6,14.0,199931,3.3321833333333335,0,0
1HltKUoGBKlCh8Y3eboJai,watch,Billie Eilish,2023-05-06,5,19.0,177523,2.9587166666666667,0,0
6trROAN6Pq1LSEdYywVTQP,No Time To Die,Billie Eilish,2023-07-04,7,17.0,242265,4.03775,0,0
2L0PaoHqDElbYeeqEVnZAy,NDA,Billie Eilish,2023-04-03,4,15.0,195776,3.2629333333333332,1,0
6WzRpISELf3YglGAh7TXcG,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,2023-06-02,6,82.0,215466,3.5911,1,1
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,2023-06-23,6,91.0,244684,4.0780666666666665,0,1
4GL9GMX9t7Qkprvf1YighZ,CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),Travis Scott,2023-07-28,7,66.0,258842,4.314033333333334,1,0
010ZkIVv6Ay5vqqHVCCiKB,"Fill The Void (with Lily Rose Depp, Ramsey)",The Weeknd,2023-06-23,6,72.0,185751,3.09585,0,1
4VMRsbfZzd3SfQtaJ1Wpwi,Double Fantasy (with Future),The Weeknd,2023-04-21,4,69.0,268235,4.470583333333333,1,1
4W4fNrZYkobj539TOWsLO2,Die For You (with Ariana Grande) - Remix,The Weeknd,2023-03-14,3,74.0,232857,3.88095,0,1
7oDd86yk8itslrA9HRP2ki,Die For You - Remix,The Weeknd,2023-02-24,2,73.0,232857,3.88095,0,1
5HUQPQ9E1a4er4UhB8C7Rc,Dollhouse (with Lily Rose Depp),The Weeknd,2023-07-03,7,64.0,239783,3.996383333333333,0,0
4JNdwEfqwFRiAeEISC8RU8,Die For You (with Ariana Grande) - Remix,The Weeknd,2023-02-27,2,72.0,232857,3.88095,0,1
6cViXqp01e3FrAaseuiSAV,"False Idols (with Lil Baby, Suzanna Son)",The Weeknd,2023-06-30,6,63.0,262229,4.3704833333333335,1,0
54XqJ3fP3GxmUejMsKwCaK,One Of The Girls,The Weeknd,2023-12-08,12,60.0,244684,4.0780666666666665,0,0
4hGmQboiou09EwhcTWa0H6,Another One Of Me (feat. 21 Savage),Diddy,2023-09-15,9,51.0,220408,3.6734666666666667,1,0
10OyIs6KCOmDO19J5wWFPx,Call Out My Name - Live,The Weeknd,2023-03-03,3,50.0,242899,4.048316666666667,0,0
67gUqq3wVAztSquOpNZ4Xs,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,2023-06-02,6,53.0,215466,3.5911,0,0
63kLorCFyk4ZHMHPhcWOtO,Life Goes On (feat. Luke Combs),Ed Sheeran,2023-05-03,5,68.0,210208,3.5034666666666667,0,1
3p7XQpdt8Dr6oMXSvRZ9bg,Eyes Closed,Ed Sheeran,2023-05-05,5,72.0,194848,3.2474666666666665,0,1
1nHKI4L5pWrN5CUvW07nHP,Let Her Go (feat. Ed Sheeran) - Anniversary Edition,Passenger,2023-11-10,11,67.0,256986,4.2831,0,1
0vber253Le8WWt7gKorVe9,End Of Youth,Ed Sheeran,2023-05-05,5,56.0,231040,3.8506666666666667,0,0
4rDvBpFgKbgJepZTaP0rD6,American Town,Ed Sheeran,2023-09-29,9,58.0,197976,3.2996,0,0
6jemILri7l5LuPhKs2nuXr,Boat,Ed Sheeran,2023-05-05,5,58.0,185675,3.0945833333333335,0,0
6ZZf5a8oiInHDkBe9zXfLP,Curtains,Ed Sheeran,2023-05-05,5,59.0,224803,3.7467166666666665,0,0
16axxBqfSvis8mjhrLHWeH,Who We Love (feat. Ed Sheeran),Sam Smith,2023-01-27,1,57.0,162390,2.7065,0,0
1eYafSv4c2aFNf98hSFHX0,The Hills of Aberfeldy,Ed Sheeran,2023-05-05,5,52.0,195083,3.2513833333333335,0,0
6UIcjH0BzH2MKvToeEYIOZ,Salt Water,Ed Sheeran,2023-05-05,5,52.0,239770,3.996166666666667,0,0
1DSwFkEe28GSFmdIK92OFX,Vega,Ed Sheeran,2023-05-05,5,54.0,178114,2.968566666666667,0,0
20uknEOwx3PpiGL2Es2vCg,Magical,Ed Sheeran,2023-09-29,9,55.0,194277,3.23795,0,0
74eJR4gwG1ZmG4BFkbrOlA,Life Goes On,Ed Sheeran,2023-05-05,5,55.0,210208,3.5034666666666667,0,0
5M12X6gQDoMMqqlRDg5Bfo,Stoned - Bonus Track,Ed Sheeran,2023-05-05,5,48.0,197098,3.2849666666666666,0,0
3qwxZ8ygOYSWE790KcfgU1,Sycamore,Ed Sheeran,2023-05-05,5,49.0,170075,2.8345833333333332,0,0
5d05WZ5D9jdLPccenjnet1,Let Her Go (feat. Ed Sheeran) - Anniversary Edition Acoustic,Passenger,2023-11-10,11,43.0,255933,4.26555,0,0
09UTOp33EhOSWzvGL0YOws,No Strings,Ed Sheeran,2023-05-05,5,48.0,174087,2.90145,0,0
0bCnvkP7PYCJV64sQLl5mm,Borderline,Ed Sheeran,2023-05-05,5,48.0,237756,3.9626,0,0
5DFi6D7SrYHRIgZbY5MqqE,F64,Ed Sheeran,2023-01-19,1,52.0,204893,3.4148833333333335,1,0
26J3f0d3ZuN7g66xBdey8o,Spark,Ed Sheeran,2023-05-05,5,50.0,214846,3.580766666666667,0,0
290x9rCh2EWcJ9YKpfiI9z,Colourblind,Ed Sheeran,2023-05-05,5,51.0,209267,3.4877833333333332,0,0
4u4A4lPpiw54evLxTaLeRJ,Dusty,Ed Sheeran,2023-05-05,5,50.0,222957,3.71595,0,0
3SWLFqvadQmOMpEfrp4FMU,Blue,Ed Sheeran,2023-09-29,9,51.0,153899,2.564983333333333,0,0
4fUMgL19kixzHhrttFZXsD,Amazing,Ed Sheeran,2023-09-29,9,43.0,245813,4.096883333333333,0,0
6n8UfmEOGvDGxYRUrGf4z7,That’s On Me,Ed Sheeran,2023-09-29,9,43.0,227398,3.7899666666666665,1,0
4gqRVDvnILW0cvBWZzKcRf,Punchline,Ed Sheeran,2023-09-29,9,43.0,206008,3.4334666666666664,0,0
5xJrqHHLIqJlaK6c05pwYB,Eyes Closed - Lost Frequencies Remix,Ed Sheeran,2023-03-23,3,46.0,179529,2.99215,0,0
5xlCPBwakaVR2uwJG8Zph3,Spring,Ed Sheeran,2023-09-29,9,43.0,178615,2.976916666666667,0,0
5eL45g9qvFvydEYcmv4zic,England,Ed Sheeran,2023-09-29,9,41.0,226756,3.7792666666666666,0,0
3LP0XwrMJ6ShNSrExi7jYs,Page,Ed Sheeran,2023-09-29,9,41.0,231021,3.85035,0,0
2OTISEHIoZio1AKmKpV9BY,Midnight,Ed Sheeran,2023-09-29,9,41.0,179538,2.9923,0,0
1qvqgg3r67ayzIfuBMTJSV,Plastic Bag,Ed Sheeran,2023-09-29,9,44.0,229850,3.8308333333333335,1,0
2Hn8kSDjl8qAJ0BVgFYcnp,Call on me - feat. Ed Sheeran,Vianney,2023-11-10,11,47.0,201138,3.3523,0,0
4hy7qTxsnyZUZoqo5RtaYq,Eyes Closed,Ed Sheeran,2023-03-23,3,49.0,194848,3.2474666666666665,0,0
0Himk13I9FPFVwSyPhU3WD,Moving - Bonus Track,Ed Sheeran,2023-05-05,5,46.0,215247,3.58745,0,0
19eUFBAnHBuTz6TCJXhu7h,American Town,Ed Sheeran,2023-09-29,9,48.0,197976,3.2996,0,0
0C1dOJr5ae2tJSUGxMXTcC,Toughest - Bonus Track,Ed Sheeran,2023-05-05,5,46.0,213768,3.5628,0,0
3j2KSKjenkrIsnoANPxV7V,A Beautiful Game,Ed Sheeran,2023-05-04,5,43.0,215440,3.5906666666666665,0,0
75To9uF11PYY0vAkXnDWvW,Wildflowers - Bonus Track,Ed Sheeran,2023-05-05,5,46.0,178206,2.9701,0,0
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,2023-08-04,8,77.0,231750,3.8625,1,1
7dJYggqjKo71KI9sLzqCs8,Agora Hills,Doja Cat,2023-09-22,9,76.0,265360,4.422666666666666,1,1
56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,Doja Cat,2023-09-20,9,76.0,230466,3.8411,1,1
5PyDJG7SQRgWXefgexqIge,Agora Hills,Doja Cat,2023-09-20,9,77.0,265360,4.422666666666666,1,1
15sNe8FD178zMsVz6ug0AS,Gun,Doja Cat,2023-09-22,9,54.0,176835,2.94725,1,0
6vb4kCEIM7zrwuHlxFbfeB,Demons,Doja Cat,2023-09-22,9,58.0,195575,3.2595833333333335,1,0
4rjQxlKAIXbEqHzjrnYZ7x,Shutcho,Doja Cat,2023-09-22,9,54.0,187408,3.123466666666667,1,0
1qimDZEBflJE25RXkF24Yg,WYM Freestyle,Doja Cat,2023-09-22,9,53.0,124096,2.0682666666666667,1,0
1WTWw1x7km3FClMaQ5lwSM,Go Off,Doja Cat,2023-09-20,9,53.0,197488,3.2914666666666665,1,0
11xC6P3iKYpFThT6Ce1KdG,Attention,Doja Cat,2023-06-16,6,59.0,277043,4.617383333333334,1,0
032UZ3KVrzII6AE9Abnj7z,Go Off,Doja Cat,2023-09-22,9,54.0,197488,3.2914666666666665,1,0
2XkuWK1lXOPkxdWdM78Q0l,Demons,Doja Cat,2023-09-20,9,55.0,195575,3.2595833333333335,1,0
0CrcwVLUe8wzLUIXgjXVZJ,Kill Bill (feat. Doja Cat),SZA,2023-04-14,4,59.0,175836,2.9306,1,0
7DlZH8EiVDgQXNoj3dnyZC,Paint The Town Red,Doja Cat,2023-09-22,9,60.0,230466,3.8411,1,0
23nW05dyMpuazGsFxdqBjB,Gun,Doja Cat,2023-09-20,9,47.0,176835,2.94725,1,0
3zLwDjumhvIFFwAAZaDNPL,97,Doja Cat,2023-09-22,9,48.0,177667,2.961116666666667,1,0
3qefkziLSTq2l5H1bRoea8,Skull And Bones,Doja Cat,2023-09-22,9,48.0,248438,4.140633333333334,1,0
6DOphQTeNmy1gk3um8sPYC,Fuck The Girls (FTG),Doja Cat,2023-09-22,9,49.0,152877,2.54795,1,0
7KaIFFdq8KgBcDDvdgTrIZ,Wet Vagina,Doja Cat,2023-09-20,9,47.0,192238,3.2039666666666666,1,0
5d8qCmymrrCaRlDk3YPgNl,Attention,Doja Cat,2023-09-20,9,49.0,275512,4.591866666666666,1,0
18EGw1StZNDftpUcX8PM74,Ouchies,Doja Cat,2023-09-22,9,50.0,122186,2.0364333333333335,1,0
56uOalQCSny79UjPrefkHy,Attention,Doja Cat,2023-09-22,9,50.0,275512,4.591866666666666,1,0
2G7SW5LADSzkwk3PTz7EMO,Agora Hills,Doja Cat,2023-09-21,9,50.0,265360,4.422666666666666,0,0
1xemKSmCnH59ze3KX5wwgH,Demons,Doja Cat,2023-08-31,8,53.0,195575,3.2595833333333335,1,0
5MqauQV2PhcEFfhKtBOTua,Wet Vagina,Doja Cat,2023-09-22,9,54.0,192238,3.2039666666666666,1,0
5ZyQqAgrPr0cVm0VfM69Np,Can't Wait,Doja Cat,2023-09-22,9,52.0,235361,3.9226833333333335,1,0
4dHRp03oxqJQfjGU8ECo7v,Paint The Town Red,Doja Cat,2023-08-03,8,52.0,231750,3.8625,0,0
3PvChJcbDMKFCQppIRYQo9,Balut,Doja Cat,2023-09-15,9,43.0,207507,3.45845,1,0
1MONYn8QsPPINNSNRfzP88,Skull And Bones,Doja Cat,2023-09-20,9,41.0,248438,4.140633333333334,1,0
0qmCk0qi44SBvugoXwwsnc,Ouchies,Doja Cat,2023-09-20,9,43.0,122186,2.0364333333333335,1,0
3yeVb5di44wD6CZ2sJromR,Balut,Doja Cat,2023-09-22,9,46.0,205454,3.4242333333333335,1,0
18dR6VljfkTb47HJOQ9chv,Often,Doja Cat,2023-09-22,9,46.0,198102,3.3017,1,0
4NW3t9GA7CyBisyoROefUs,Love Life,Doja Cat,2023-09-22,9,46.0,236960,3.949333333333333,1,0
6Op8uyzVH11oJGcCK8yyEn,Can't Wait,Doja Cat,2023-09-20,9,46.0,235361,3.9226833333333335,1,0
6geHIF8dr4TmicWdFASykz,97,Doja Cat,2023-09-20,9,37.0,177667,2.961116666666667,1,0
5X0oBRsjUtEO99z6MmmIZ8,Balut,Doja Cat,2023-09-20,9,38.0,207507,3.45845,1,0
3ORJauxAOuvOmVi0kU26Sp,Demons,Doja Cat,2023-09-01,9,39.0,195575,3.2595833333333335,1,0
3ivDcNoh6EpYIVzfG2Esht,Fuck The Girls (FTG),Doja Cat,2023-09-20,9,39.0,152877,2.54795,1,0
49CHpBYoeE9j0QIXy9dKI7,I Don't Do Drugs - Y2K Remix,Doja Cat,2023-01-20,1,40.0,174876,2.9146,1,0
40Uq6dLoDrwm06vIBFlIbm,Attention,Doja Cat,2023-06-15,6,35.0,277043,4.617383333333334,0,0
4r3JiTLV4aPb93plMl7Sk5,Demons,Doja Cat,2023-08-30,8,33.0,195575,3.2595833333333335,0,0
1vSfP2b83ORPqrnKmrc58j,I Like You (A Happier Song) (with Doja Cat),Post Malone,2023-04-21,4,32.0,192840,3.214,1,0
6i2EaF3PqU7261wFAP6crK,Often,Doja Cat,2023-09-20,9,34.0,198102,3.3017,1,0
0Rjj6c6oThmuTeNu3EP3um,Paint The Town Red - Sped Up,Doja Cat,2023-09-01,9,43.0,210681,3.51135,1,0
3OKUCSWCGg0unZ6e340RWj,Love Life,Doja Cat,2023-09-20,9,35.0,236960,3.949333333333333,1,0
56xHMIfQPoe0prrSi3BGhf,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,2023-11-03,11,73.0,205483,3.424716666666667,0,1
5sp71CUt0jXRNqHblPGp7b,ballad of a homeschooled girl,Olivia Rodrigo,2023-09-08,9,69.0,203369,3.389483333333333,0,1
26QLJMK8G0M06sk7h7Fkse,love is embarrassing,Olivia Rodrigo,2023-09-08,9,73.0,154516,2.575266666666667,1,1
53dtP2iUMvaF28JZcHnFuU,logical,Olivia Rodrigo,2023-09-08,9,71.0,231907,3.8651166666666668,0,1
7fesNTgTEMEH0ye8MOgEDY,teenage dream,Olivia Rodrigo,2023-09-08,9,71.0,222358,3.705966666666667,0,1
5VJETUjJ7y46bAz4min5IB,vampire,Olivia Rodrigo,2023-09-08,9,60.0,219724,3.6620666666666666,0,0
3Nl5OkkmS5DaBZvuYofpAt,the grudge,Olivia Rodrigo,2023-09-08,9,75.0,189386,3.156433333333333,1,1
34sOdxWu9FljH84UXdRwu1,all-american bitch,Olivia Rodrigo,2023-09-08,9,73.0,165833,2.7638833333333332,1,1
17cia5k4BpGVlyEfqrFH50,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,2023-11-17,11,75.0,205483,3.424716666666667,0,1
6W9l02gRsXVxzIuQC1oc1X,pretty isn’t pretty,Olivia Rodrigo,2023-09-08,9,77.0,199422,3.3237,1,1
3IX0yuEVvDbnqUwMBB3ouC,bad idea right?,Olivia Rodrigo,2023-09-08,9,76.0,184783,3.0797166666666667,1,1
2gyxAWHebV7xPYVxqoi86f,get him back!,Olivia Rodrigo,2023-09-08,9,75.0,211141,3.5190166666666665,1,1
5CscrLqFBgPfZR8fGtikov,making the bed,Olivia Rodrigo,2023-09-08,9,78.0,198866,3.314433333333333,0,1
6QT6j7rKt7Vk3IuV2AUO9W,lacy,Olivia Rodrigo,2023-09-08,9,82.0,177212,2.953533333333333,0,1
1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,2023-09-08,9,84.0,219724,3.6620666666666666,1,1
3dKYak9dKL8YeHx5jMokoP,logical,Olivia Rodrigo,2023-09-08,9,43.0,231907,3.8651166666666668,0,0
5byCIls9176kVaCUqEf88j,making the bed,Olivia Rodrigo,2023-09-08,9,44.0,198866,3.314433333333333,0,0
4Jo1lAhjCEAh9JQPW6HbNi,lacy,Olivia Rodrigo,2023-09-08,9,49.0,177212,2.953533333333333,0,0
3uDWvu6ueYFB3GAi7rdWgG,teenage dream,Olivia Rodrigo,2023-09-08,9,41.0,222358,3.705966666666667,0,0
1haoEnXbsUS3OFIWaUJ3wb,love is embarrassing,Olivia Rodrigo,2023-09-08,9,45.0,154516,2.575266666666667,0,0
1XiFjtUMNldDO7pcVKla7p,ballad of a homeschooled girl,Olivia Rodrigo,2023-09-08,9,42.0,203369,3.389483333333333,0,0
017XoCDd56XCi7WwNICmkC,deja vu,Olivia Rodrigo,2023-04-16,4,45.0,215507,3.5917833333333333,1,0
7cbT1mGtNabb4eJIKequf2,the grudge,Olivia Rodrigo,2023-09-08,9,47.0,189386,3.156433333333333,0,0
0k9kGwvEHiGLGKq6OE7TP2,all-american bitch,Olivia Rodrigo,2023-09-08,9,47.0,165833,2.7638833333333332,0,0
5w05UaUMvDNUjgXptqmEcu,pretty isn’t pretty,Olivia Rodrigo,2023-09-08,9,50.0,199422,3.3237,0,0
4vTkieCtQPP9sFo4qVXdcP,get him back!,Olivia Rodrigo,2023-09-08,9,51.0,211141,3.5190166666666665,0,0
0Aj0pG8cJNjZK8zO2Wtgm8,bad idea right?,Olivia Rodrigo,2023-09-08,9,51.0,184783,3.0797166666666667,0,0
1Wbjyt4KwhZAjN0MykDuoZ,deja vu,Olivia Rodrigo,2023-10-27,10,22.0,215507,3.5917833333333333,1,0
3WDl8UXnbZAAdxIER8WfoX,deja vu,Olivia Rodrigo,2023-11-14,11,21.0,215507,3.5917833333333333,1,0
5o4Q6r3ghAteEMEux3RD6d,deja vu,Olivia Rodrigo,2023-09-01,9,20.0,215507,3.5917833333333333,0,0
28IAldunNpwemYPqQlgnT9,"jealousy, jealousy",Olivia Rodrigo,2023-04-14,4,21.0,173160,2.886,0,0
1uuq22TR5FcUXuWl7ceQe2,deja vu,Olivia Rodrigo,2023-04-03,4,22.0,215507,3.5917833333333333,1,0
1N5j7DJdUUCdasOQbrgTuu,"1 step forward, 3 steps back",Olivia Rodrigo,2023-09-07,9,15.0,163586,2.7264333333333335,1,0
5CVUVBMUpEHAR1kqgLLKRj,deja vu,Olivia Rodrigo,2023-05-31,5,22.0,215507,3.5917833333333333,0,0
0EXlGg8QzfM1QMg6waBn7o,deja vu,Olivia Rodrigo,2023-09-12,9,23.0,215507,3.5917833333333333,0,0
7r3P4UVlVcy3b2sfbgRy1y,good 4 u,Olivia Rodrigo,2023-11-07,11,9.0,178147,2.969116666666667,1,0
0afEgqDgpfOJrRKVHQCZU0,traitor,Olivia Rodrigo,2023-01-10,1,10.0,229226,3.8204333333333333,0,0
5GQndWBE8h991PFdembqKG,"1 step forward, 3 steps back",Olivia Rodrigo,2023-07-21,7,9.0,163586,2.7264333333333335,1,0
2bnGP2Wy6vnOSdoLKs9Gy9,happier,Olivia Rodrigo,2023-04-14,4,12.0,175933,2.9322166666666667,1,0
2RxbQGeoGGupiuXj8zi8Md,good 4 u,Olivia Rodrigo,2023-10-27,10,7.0,178147,2.969116666666667,1,0
4qa2UTtUHb4u6pfGmz9E5d,happier,Olivia Rodrigo,2023-11-09,11,12.0,175933,2.9322166666666667,1,0
2i6YkuQlDCi7CGreDXNlJk,favorite crime,Olivia Rodrigo,2023-09-08,9,8.0,152666,2.5444333333333335,0,0
4m7C42gWQLQS2G1fLmT4HB,hope ur ok,Olivia Rodrigo,2023-11-17,11,11.0,209560,3.4926666666666666,0,0
3bvvuIbliqwLTtbeO6BRZJ,happier,Olivia Rodrigo,2023-10-27,10,12.0,175933,2.9322166666666667,1,0
0zwu9zqLD9wp2klAHalJlG,favorite crime,Olivia Rodrigo,2023-08-15,8,11.0,152666,2.5444333333333335,0,0
4qXZc6G7MogPuXoKgf7CmZ,good 4 u,Olivia Rodrigo,2023-05-31,5,11.0,178147,2.969116666666667,0,0
6pZ8BJOIaHeoHNEr1AqLyq,brutal,Olivia Rodrigo,2023-04-14,4,8.0,143746,2.395766666666667,1,0
6nLQaKXJKjNpl2RWie3PpG,hope ur ok,Olivia Rodrigo,2023-03-06,3,9.0,209560,3.4926666666666666,0,0
1odPk64jhsubZbBOm9EyVt,traitor,Olivia Rodrigo,2023-10-06,10,10.0,229226,3.8204333333333333,0,0
0LSynJzfXbPV1V2vSaaYO9,brutal,Olivia Rodrigo,2023-04-15,4,3.0,143746,2.395766666666667,1,0
4mX5TDXPp9zjG15Ka6zCVY,brutal,Olivia Rodrigo,2023-04-07,4,3.0,143746,2.395766666666667,1,0
70ZMD3onGp1gOg7O9e468Q,hope ur ok,Olivia Rodrigo,2023-07-21,7,5.0,209560,3.4926666666666666,0,0
5sNdmOJLXKALwMaUAfgnDs,happier,Olivia Rodrigo,2023-04-08,4,12.0,175933,2.9322166666666667,0,0
1y6gmWUijO6G1mM438FsJQ,happier,Olivia Rodrigo,2023-09-04,9,8.0,175933,2.9322166666666667,1,0
5Y9bPxvGx6saOK62bW5uMs,favorite crime,Olivia Rodrigo,2023-07-03,7,8.0,152666,2.5444333333333335,0,0
7jgVPhfiFVdUgqvUubOuZ5,hope ur ok,Olivia Rodrigo,2023-11-03,11,6.0,209560,3.4926666666666666,0,0
3XzMSuy6rTlW0vUoQ5mcUQ,happier,Olivia Rodrigo,2023-02-22,2,10.0,175933,2.9322166666666667,0,0
2ts9IFNJkMKEv7JuYSOKZd,good 4 u,Olivia Rodrigo,2023-11-13,11,10.0,178147,2.969116666666667,1,0
5w40ZYhbBMAlHYNDaVJIUu,Chemical,Post Malone,2023-04-14,4,74.0,184013,3.066883333333333,1,1
22VHOlVYBqytsrAqV8yXBK,Dial Drunk (with Post Malone),Noah Kahan,2023-07-18,7,77.0,213817,3.563616666666667,1,1
0gWrMbx6pbdH3n3nsLjE55,Mourning,Post Malone,2023-05-19,5,60.0,147819,2.46365,1,0
3BHFResGQiUvbYToUdaDQz,Enough Is Enough,Post Malone,2023-07-28,7,62.0,165175,2.7529166666666667,1,0
0cuNKdwaFrDJ4G1hYxI6aI,Texas Tea,Post Malone,2023-07-28,7,60.0,139360,2.3226666666666667,1,0
3FtQes77xlbS9QTVts7p2u,Too Cool To Die,Post Malone,2023-07-28,7,61.0,204952,3.4158666666666666,1,0
444vevlQjTnKioLLncteGv,Something Real,Post Malone,2023-07-28,7,60.0,205287,3.42145,1,0
